date_time,lat,long,depth,magnitude,location 1,location 2,date_time_formatted,date,time,date_f
18 August 2021 - 04:32 AM,15.17,120.28,29,2.0,Cabangan ,Zambales,2021-08-18T04:32:00,2021-08-18,04:32:00,2021-08-18
18 August 2021 - 04:12 AM,11.78,125.44,2,2.0,San Julian ,Eastern Samar,2021-08-18T04:12:00,2021-08-18,04:12:00,2021-08-18
18 August 2021 - 03:24 AM,14.31,120.02,19,2.0,Lubang ,Occidental Mindoro,2021-08-18T03:24:00,2021-08-18,03:24:00,2021-08-18
18 July 2021 - 06:05 PM,17.06,120.62,33,1.9,Sigay ,Ilocos Sur,2021-07-18T06:05:00,2021-07-18,06:05:00,2021-07-18
18 July 2021 - 03:57 PM,11.47,125.39,49,2.0,Balangkayan ,Eastern Samar,2021-07-18T03:57:00,2021-07-18,03:57:00,2021-07-18
18 July 2021 - 12:52 PM,13.62,120.64,111,1.7,Abra De Ilog ,Occidental Mindoro,2021-07-18T12:52:00,2021-07-18,12:52:00,2021-07-18
18 July 2021 - 12:43 PM,6.23,124.86,48,1.9,T'boli ,South Cotabato,2021-07-18T12:43:00,2021-07-18,12:43:00,2021-07-18
16 March 2021 - 12:01 AM,9.53,125.67,16,2.0,Claver ,Surigao Del Norte,2021-03-16T12:01:00,2021-03-16,12:01:00,2021-03-16
15 March 2021 - 08:45 PM,13.7,120.58,86,1.8,Calatagan ,Batangas,2021-03-15T08:45:00,2021-03-15,08:45:00,2021-03-15
12 January 2021 - 09:38 PM,19.0,120.55,15,0.0,Burgos ,Ilocos Norte,2021-01-12T09:38:00,2021-01-12,09:38:00,2021-01-12
12 January 2021 - 06:55 PM,14.71,122.38,33,2.0,Jomalig ,Quezon,2021-01-12T06:55:00,2021-01-12,06:55:00,2021-01-12
12 January 2021 - 06:43 PM,9.99,125.53,13,1.7,San Jose ,Dinagat Islands,2021-01-12T06:43:00,2021-01-12,06:43:00,2021-01-12
12 January 2021 - 06:22 PM,8.99,126.4,32,2.0,Bayabas ,Surigao Del Sur,2021-01-12T06:22:00,2021-01-12,06:22:00,2021-01-12
13 February 2021 - 12:05 PM,11.3,124.2,15,1.9,Tabango ,Leyte,2021-02-13T12:05:00,2021-02-13,12:05:00,2021-02-13
13 February 2021 - 09:13 AM,6.72,125.11,9,1.8,Magsaysay ,Davao Del Sur,2021-02-13T09:13:00,2021-02-13,09:13:00,2021-02-13
15 May 2021 - 01:41 AM,15.9,120.89,31,1.5,San Jose City ,Nueva Ecija,2021-05-15T01:41:00,2021-05-15,01:41:00,2021-05-15
15 May 2021 - 12:10 AM,8.79,126.22,33,1.6,Marihatag ,Surigao Del Sur,2021-05-15T12:10:00,2021-05-15,12:10:00,2021-05-15
14 May 2021 - 11:11 PM,8.97,126.17,30,2.0,City Of Tandag ,Surigao Del Sur,2021-05-14T11:11:00,2021-05-14,11:11:00,2021-05-14
14 May 2021 - 06:42 PM,15.98,120.99,8,1.8,Carranglan ,Nueva Ecija,2021-05-14T06:42:00,2021-05-14,06:42:00,2021-05-14
14 May 2021 - 04:47 PM,9.45,126.14,25,1.9,Cortes ,Surigao Del Sur,2021-05-14T04:47:00,2021-05-14,04:47:00,2021-05-14
17 September 2021 - 03:37 PM,13.41,120.19,19,2.0,Looc ,Occidental Mindoro,2021-09-17T03:37:00,2021-09-17,03:37:00,2021-09-17
17 September 2021 - 05:53 AM,14.18,121.22,14,2.0,Los Baños ,Laguna,2021-09-17T05:53:00,2021-09-17,05:53:00,2021-09-17
13 April 2021 - 07:43 PM,16.4,119.99,45,1.9,Bolinao ,Pangasinan,2021-04-13T07:43:00,2021-04-13,07:43:00,2021-04-13
13 April 2021 - 07:16 PM,16.25,119.88,48,1.9,Bani ,Pangasinan,2021-04-13T07:16:00,2021-04-13,07:16:00,2021-04-13
13 April 2021 - 05:58 PM,17.44,121.33,29,1.9,City Of Tabuk ,Kalinga,2021-04-13T05:58:00,2021-04-13,05:58:00,2021-04-13
13 April 2021 - 12:47 PM,10.36,122.43,43,1.9,Nueva Valencia ,Guimaras,2021-04-13T12:47:00,2021-04-13,12:47:00,2021-04-13
13 April 2021 - 07:45 AM,8.78,126.25,30,1.7,San Agustin ,Surigao Del Sur,2021-04-13T07:45:00,2021-04-13,07:45:00,2021-04-13
13 April 2021 - 06:18 AM,8.07,126.28,33,1.9,City Of Bislig ,Surigao Del Sur,2021-04-13T06:18:00,2021-04-13,06:18:00,2021-04-13
18 November 2021 - 06:44 AM,13.71,120.6,97,1.9,Calatagan ,Batangas,2021-11-18T06:44:00,2021-11-18,06:44:00,2021-11-18
18 November 2021 - 01:43 AM,12.24,123.7,34,1.7,Uson ,Masbate,2021-11-18T01:43:00,2021-11-18,01:43:00,2021-11-18
17 November 2021 - 11:52 PM,16.43,122.09,23,2.0,Dilasag ,Aurora,2021-11-17T11:52:00,2021-11-17,11:52:00,2021-11-17
13 December 2021 - 07:48 AM,14.34,124.24,30,1.5,Pandan ,Catanduanes,2021-12-13T07:48:00,2021-12-13,07:48:00,2021-12-13
13 December 2021 - 03:32 AM,15.97,119.7,34,1.6,Agno ,Pangasinan,2021-12-13T03:32:00,2021-12-13,03:32:00,2021-12-13
13 December 2021 - 02:35 AM,13.47,120.04,20,2.0,Looc ,Occidental Mindoro,2021-12-13T02:35:00,2021-12-13,02:35:00,2021-12-13
13 December 2021 - 01:21 AM,16.01,120.09,33,1.7,Sual ,Pangasinan,2021-12-13T01:21:00,2021-12-13,01:21:00,2021-12-13
13 December 2021 - 01:07 AM,7.67,125.09,34,2.0,Quezon ,Bukidnon,2021-12-13T01:07:00,2021-12-13,01:07:00,2021-12-13
13 December 2021 - 12:56 AM,13.07,124.53,24,2.0,Prieto Diaz ,Sorsogon,2021-12-13T12:56:00,2021-12-13,12:56:00,2021-12-13
17 October 2021 - 08:48 AM,16.77,120.3,26,1.8,Bacnotan ,La Union,2021-10-17T08:48:00,2021-10-17,08:48:00,2021-10-17
17 October 2021 - 08:20 AM,10.27,122.35,40,1.8,Nueva Valencia ,Guimaras,2021-10-17T08:20:00,2021-10-17,08:20:00,2021-10-17
17 October 2021 - 08:07 AM,9.89,123.09,1,2.0,Ayungon ,Negros Oriental,2021-10-17T08:07:00,2021-10-17,08:07:00,2021-10-17
17 October 2021 - 05:29 AM,13.78,120.64,107,1.9,Calatagan ,Batangas,2021-10-17T05:29:00,2021-10-17,05:29:00,2021-10-17
17 October 2021 - 05:24 AM,16.9,120.79,10,2.0,Mankayan ,Benguet,2021-10-17T05:24:00,2021-10-17,05:24:00,2021-10-17
17 October 2021 - 12:36 AM,12.94,121.13,22,2.0,Victoria ,Oriental Mindoro,2021-10-17T12:36:00,2021-10-17,12:36:00,2021-10-17
17 October 2021 - 12:32 AM,10.05,123.17,12,1.9,La Libertad ,Negros Oriental,2021-10-17T12:32:00,2021-10-17,12:32:00,2021-10-17
16 October 2021 - 11:53 PM,14.21,122.55,2,1.9,Santa Elena ,Camarines Norte,2021-10-16T11:53:00,2021-10-16,11:53:00,2021-10-16
18 August 2021 - 01:52 AM,13.77,120.65,108,1.6,Calatagan ,Batangas,2021-08-18T01:52:00,2021-08-18,01:52:00,2021-08-18
18 August 2021 - 01:15 AM,13.68,120.65,106,1.8,Calatagan ,Batangas,2021-08-18T01:15:00,2021-08-18,01:15:00,2021-08-18
18 August 2021 - 12:25 AM,9.92,125.6,29,2.0,Dinagat ,Dinagat Islands,2021-08-18T12:25:00,2021-08-18,12:25:00,2021-08-18
18 July 2021 - 09:55 AM,14.21,120.28,17,1.7,Nasugbu ,Batangas,2021-07-18T09:55:00,2021-07-18,09:55:00,2021-07-18
18 July 2021 - 08:09 AM,6.26,126.43,63,0.0,Governor Generoso ,Davao Oriental,2021-07-18T08:09:00,2021-07-18,08:09:00,2021-07-18
15 March 2021 - 05:50 PM,14.51,121.07,25,1.1,City Of Pasig ,National Capital Region,2021-03-15T05:50:00,2021-03-15,05:50:00,2021-03-15
15 March 2021 - 07:55 AM,16.68,119.83,43,1.7,Bolinao ,Pangasinan,2021-03-15T07:55:00,2021-03-15,07:55:00,2021-03-15
12 January 2021 - 05:15 AM,10.01,126.13,21,1.8,Burgos ,Surigao Del Norte,2021-01-12T05:15:00,2021-01-12,05:15:00,2021-01-12
11 January 2021 - 11:15 PM,12.2,120.81,33,1.9,Rizal ,Occidental Mindoro,2021-01-11T11:15:00,2021-01-11,11:15:00,2021-01-11
13 February 2021 - 05:37 AM,6.96,125.0,39,2.0,Makilala ,Cotabato,2021-02-13T05:37:00,2021-02-13,05:37:00,2021-02-13
13 February 2021 - 02:01 AM,6.07,124.77,25,1.8,Kiamba ,Sarangani,2021-02-13T02:01:00,2021-02-13,02:01:00,2021-02-13
13 February 2021 - 01:26 AM,13.78,120.53,116,1.7,Calatagan ,Batangas,2021-02-13T01:26:00,2021-02-13,01:26:00,2021-02-13
13 February 2021 - 01:24 AM,16.13,119.87,34,1.8,Agno ,Pangasinan,2021-02-13T01:24:00,2021-02-13,01:24:00,2021-02-13
14 May 2021 - 03:36 PM,15.02,119.89,29,1.7,San Felipe ,Zambales,2021-05-14T03:36:00,2021-05-14,03:36:00,2021-05-14
14 May 2021 - 03:12 AM,9.01,126.26,66,2.0,Tago ,Surigao Del Sur,2021-05-14T03:12:00,2021-05-14,03:12:00,2021-05-14
14 May 2021 - 02:47 AM,16.42,120.43,21,1.9,City Of San Fernando ,La Union,2021-05-14T02:47:00,2021-05-14,02:47:00,2021-05-14
14 May 2021 - 02:40 AM,17.36,121.44,31,1.8,City Of Tabuk ,Kalinga,2021-05-14T02:40:00,2021-05-14,02:40:00,2021-05-14
14 May 2021 - 01:40 AM,7.27,123.53,34,1.9,Tabina ,Zamboanga Del Sur,2021-05-14T01:40:00,2021-05-14,01:40:00,2021-05-14
12 April 2021 - 09:12 PM,9.97,126.09,33,1.7,Burgos ,Surigao Del Norte,2021-04-12T09:12:00,2021-04-12,09:12:00,2021-04-12
17 November 2021 - 07:17 PM,6.6,124.57,1,1.9,Bagumbayan ,Sultan Kudarat,2021-11-17T07:17:00,2021-11-17,07:17:00,2021-11-17
17 November 2021 - 06:46 PM,6.36,125.53,1,1.8,Don Marcelino ,Davao Occidental,2021-11-17T06:46:00,2021-11-17,06:46:00,2021-11-17
17 November 2021 - 07:49 AM,15.17,120.31,89,1.9,San Marcelino ,Zambales,2021-11-17T07:49:00,2021-11-17,07:49:00,2021-11-17
12 December 2021 - 10:06 PM,7.9,126.43,38,1.9,Boston ,Davao Oriental,2021-12-12T10:06:00,2021-12-12,10:06:00,2021-12-12
12 December 2021 - 08:40 PM,16.46,120.85,32,1.9,Bokod ,Benguet,2021-12-12T08:40:00,2021-12-12,08:40:00,2021-12-12
12 December 2021 - 05:13 AM,14.99,120.01,25,2.0,San Antonio ,Zambales,2021-12-12T05:13:00,2021-12-12,05:13:00,2021-12-12
16 October 2021 - 09:58 PM,15.18,122.12,30,2.0,Burdeos ,Quezon,2021-10-16T09:58:00,2021-10-16,09:58:00,2021-10-16
16 October 2021 - 09:30 PM,7.97,124.08,7,1.8,Munai ,Lanao Del Norte,2021-10-16T09:30:00,2021-10-16,09:30:00,2021-10-16
16 October 2021 - 07:14 PM,9.89,124.33,8,1.9,Alicia ,Bohol,2021-10-16T07:14:00,2021-10-16,07:14:00,2021-10-16
16 October 2021 - 04:56 PM,6.18,125.75,122,1.7,Don Marcelino ,Davao Occidental,2021-10-16T04:56:00,2021-10-16,04:56:00,2021-10-16
16 October 2021 - 11:25 AM,11.15,125.76,14,1.9,Mercedes ,Eastern Samar,2021-10-16T11:25:00,2021-10-16,11:25:00,2021-10-16
17 August 2021 - 11:15 PM,13.72,120.62,93,1.7,Calatagan ,Batangas,2021-08-17T11:15:00,2021-08-17,11:15:00,2021-08-17
17 August 2021 - 10:27 PM,9.95,126.05,56,1.9,Burgos ,Surigao Del Norte,2021-08-17T10:27:00,2021-08-17,10:27:00,2021-08-17
17 August 2021 - 09:47 PM,10.1,123.97,30,2.0,Buenavista ,Bohol,2021-08-17T09:47:00,2021-08-17,09:47:00,2021-08-17
17 August 2021 - 09:05 PM,10.25,126.56,1,2.0,Burgos ,Surigao Del Norte,2021-08-17T09:05:00,2021-08-17,09:05:00,2021-08-17
17 August 2021 - 08:11 PM,9.5,126.19,11,2.0,Carrascal ,Surigao Del Sur,2021-08-17T08:11:00,2021-08-17,08:11:00,2021-08-17
17 August 2021 - 07:44 PM,9.97,126.11,25,2.0,Burgos ,Surigao Del Norte,2021-08-17T07:44:00,2021-08-17,07:44:00,2021-08-17
18 July 2021 - 04:58 AM,12.9,119.26,33,1.8,Busuanga ,Palawan,2021-07-18T04:58:00,2021-07-18,04:58:00,2021-07-18
18 July 2021 - 03:57 AM,13.63,120.28,34,1.7,Looc ,Occidental Mindoro,2021-07-18T03:57:00,2021-07-18,03:57:00,2021-07-18
18 July 2021 - 03:53 AM,9.88,124.15,34,2.0,Carmen ,Bohol,2021-07-18T03:53:00,2021-07-18,03:53:00,2021-07-18
17 July 2021 - 10:54 PM,6.7,125.88,1,1.9,Governor Generoso ,Davao Oriental,2021-07-17T10:54:00,2021-07-17,10:54:00,2021-07-17
14 March 2021 - 10:50 PM,10.5,124.47,12,2.0,San Francisco ,Cebu,2021-03-14T10:50:00,2021-03-14,10:50:00,2021-03-14
14 March 2021 - 10:06 PM,9.63,125.79,35,1.5,Claver ,Surigao Del Norte,2021-03-14T10:06:00,2021-03-14,10:06:00,2021-03-14
14 March 2021 - 09:30 PM,13.73,120.61,93,1.7,Calatagan ,Batangas,2021-03-14T09:30:00,2021-03-14,09:30:00,2021-03-14
14 March 2021 - 09:04 PM,10.3,125.25,27,2.0,Anahawan ,Southern Leyte,2021-03-14T09:04:00,2021-03-14,09:04:00,2021-03-14
14 March 2021 - 08:02 PM,17.39,120.16,19,1.9,Caoayan ,Ilocos Sur,2021-03-14T08:02:00,2021-03-14,08:02:00,2021-03-14
11 January 2021 - 02:29 PM,16.13,122.29,10,2.0,Casiguran ,Aurora,2021-01-11T02:29:00,2021-01-11,02:29:00,2021-01-11
12 February 2021 - 11:48 PM,8.4,126.82,29,1.7,Hinatuan ,Surigao Del Sur,2021-02-12T11:48:00,2021-02-12,11:48:00,2021-02-12
12 February 2021 - 10:02 PM,17.32,120.77,35,2.0,Luba ,Abra,2021-02-12T10:02:00,2021-02-12,10:02:00,2021-02-12
12 February 2021 - 09:34 PM,9.92,126.15,33,1.5,General Luna ,Surigao Del Norte,2021-02-12T09:34:00,2021-02-12,09:34:00,2021-02-12
12 February 2021 - 03:37 PM,13.77,120.6,77,2.0,Calatagan ,Batangas,2021-02-12T03:37:00,2021-02-12,03:37:00,2021-02-12
12 February 2021 - 12:09 PM,10.01,122.41,24,2.0,City Of Sipalay ,Negros Occidental,2021-02-12T12:09:00,2021-02-12,12:09:00,2021-02-12
13 May 2021 - 08:14 PM,15.77,119.83,29,2.0,Santa Cruz ,Zambales,2021-05-13T08:14:00,2021-05-13,08:14:00,2021-05-13
13 May 2021 - 02:58 PM,11.52,124.55,26,1.8,Leyte ,Leyte,2021-05-13T02:58:00,2021-05-13,02:58:00,2021-05-13
16 September 2021 - 06:08 PM,7.38,123.52,32,1.9,Tabina ,Zamboanga Del Sur,2021-09-16T06:08:00,2021-09-16,06:08:00,2021-09-16
16 September 2021 - 02:49 PM,9.2,126.09,34,2.0,Lanuza ,Surigao Del Sur,2021-09-16T02:49:00,2021-09-16,02:49:00,2021-09-16
12 April 2021 - 12:29 AM,18.15,120.42,38,1.8,Paoay ,Ilocos Norte,2021-04-12T12:29:00,2021-04-12,12:29:00,2021-04-12
11 April 2021 - 07:19 PM,11.1,124.46,14,1.8,Villaba ,Leyte,2021-04-11T07:19:00,2021-04-11,07:19:00,2021-04-11
11 April 2021 - 01:56 PM,7.74,126.42,24,1.8,Cateel ,Davao Oriental,2021-04-11T01:56:00,2021-04-11,01:56:00,2021-04-11
16 November 2021 - 07:54 PM,16.5,121.52,33,1.8,Cabarroguis ,Quirino,2021-11-16T07:54:00,2021-11-16,07:54:00,2021-11-16
11 December 2021 - 10:29 AM,15.73,119.89,19,1.6,Santa Cruz ,Zambales,2021-12-11T10:29:00,2021-12-11,10:29:00,2021-12-11
19 June 2021 - 02:32 AM,10.04,126.09,13,2.0,Burgos ,Surigao Del Norte,2021-06-19T02:32:00,2021-06-19,02:32:00,2021-06-19
19 June 2021 - 12:53 AM,7.77,124.78,11,2.0,Kadingilan ,Bukidnon,2021-06-19T12:53:00,2021-06-19,12:53:00,2021-06-19
19 June 2021 - 12:48 AM,9.24,126.15,5,2.0,Cortes ,Surigao Del Sur,2021-06-19T12:48:00,2021-06-19,12:48:00,2021-06-19
18 June 2021 - 11:39 PM,7.74,124.78,10,1.9,Kadingilan ,Bukidnon,2021-06-18T11:39:00,2021-06-18,11:39:00,2021-06-18
18 June 2021 - 11:32 PM,8.62,126.58,34,1.8,Marihatag ,Surigao Del Sur,2021-06-18T11:32:00,2021-06-18,11:32:00,2021-06-18
16 October 2021 - 08:48 AM,16.34,119.67,31,1.9,Bolinao ,Pangasinan,2021-10-16T08:48:00,2021-10-16,08:48:00,2021-10-16
16 October 2021 - 03:34 AM,9.82,121.92,7,1.8,City Of Sipalay ,Negros Occidental,2021-10-16T03:34:00,2021-10-16,03:34:00,2021-10-16
17 August 2021 - 04:46 PM,13.71,120.59,86,1.5,Calatagan ,Batangas,2021-08-17T04:46:00,2021-08-17,04:46:00,2021-08-17
17 July 2021 - 09:33 PM,9.64,125.49,34,1.6,Sison ,Surigao Del Norte,2021-07-17T09:33:00,2021-07-17,09:33:00,2021-07-17
17 July 2021 - 01:47 PM,15.26,121.98,2,2.0,Panukulan ,Quezon,2021-07-17T01:47:00,2021-07-17,01:47:00,2021-07-17
17 July 2021 - 11:08 AM,8.91,126.53,18,2.0,Cagwait ,Surigao Del Sur,2021-07-17T11:08:00,2021-07-17,11:08:00,2021-07-17
14 March 2021 - 03:27 AM,10.26,125.9,35,2.0,Santa Monica ,Surigao Del Norte,2021-03-14T03:27:00,2021-03-14,03:27:00,2021-03-14
13 March 2021 - 10:49 PM,13.58,123.07,29,1.8,Pamplona ,Camarines Sur,2021-03-13T10:49:00,2021-03-13,10:49:00,2021-03-13
13 March 2021 - 10:48 PM,6.61,124.9,34,1.8,Lutayan ,Sultan Kudarat,2021-03-13T10:48:00,2021-03-13,10:48:00,2021-03-13
11 January 2021 - 08:34 AM,9.21,125.7,26,2.0,Santiago ,Agusan Del Norte,2021-01-11T08:34:00,2021-01-11,08:34:00,2021-01-11
11 January 2021 - 05:08 AM,8.07,123.75,4,1.8,City Of Tangub ,Misamis Occidental,2021-01-11T05:08:00,2021-01-11,05:08:00,2021-01-11
11 January 2021 - 01:22 AM,5.37,125.98,78,1.8,Don Marcelino ,Davao Occidental,2021-01-11T01:22:00,2021-01-11,01:22:00,2021-01-11
11 January 2021 - 12:42 AM,9.38,125.72,24,2.0,Carrascal ,Surigao Del Sur,2021-01-11T12:42:00,2021-01-11,12:42:00,2021-01-11
10 January 2021 - 11:28 PM,6.4,125.68,133,2.0,Don Marcelino ,Davao Occidental,2021-01-10T11:28:00,2021-01-10,11:28:00,2021-01-10
12 February 2021 - 03:35 AM,10.16,122.29,21,1.7,Cauayan ,Negros Occidental,2021-02-12T03:35:00,2021-02-12,03:35:00,2021-02-12
13 May 2021 - 11:22 AM,10.18,125.9,33,1.7,Santa Monica ,Surigao Del Norte,2021-05-13T11:22:00,2021-05-13,11:22:00,2021-05-13
13 May 2021 - 06:11 AM,16.69,122.25,33,2.0,Dinapigue ,Isabela,2021-05-13T06:11:00,2021-05-13,06:11:00,2021-05-13
13 May 2021 - 05:28 AM,8.34,126.2,29,2.0,Hinatuan ,Surigao Del Sur,2021-05-13T05:28:00,2021-05-13,05:28:00,2021-05-13
13 May 2021 - 02:20 AM,4.76,128.72,38,0.0,Sarangani ,Davao Occidental,2021-05-13T02:20:00,2021-05-13,02:20:00,2021-05-13
13 May 2021 - 01:30 AM,10.11,125.8,31,2.0,Dinagat ,Dinagat Islands,2021-05-13T01:30:00,2021-05-13,01:30:00,2021-05-13
11 April 2021 - 03:33 AM,7.68,124.57,30,2.0,Kalilangan ,Bukidnon,2021-04-11T03:33:00,2021-04-11,03:33:00,2021-04-11
11 April 2021 - 03:25 AM,8.96,125.66,34,1.8,City Of Butuan ,Agusan Del Norte,2021-04-11T03:25:00,2021-04-11,03:25:00,2021-04-11
11 April 2021 - 01:57 AM,9.56,126.26,27,1.9,General Luna ,Surigao Del Norte,2021-04-11T01:57:00,2021-04-11,01:57:00,2021-04-11
10 April 2021 - 08:37 PM,14.22,120.39,115,1.6,Mariveles ,Bataan,2021-04-10T08:37:00,2021-04-10,08:37:00,2021-04-10
10 April 2021 - 05:30 PM,3.98,124.88,326,0.0,Sarangani ,Davao Occidental,2021-04-10T05:30:00,2021-04-10,05:30:00,2021-04-10
16 November 2021 - 05:22 AM,14.91,121.41,6,1.5,General Nakar ,Quezon,2021-11-16T05:22:00,2021-11-16,05:22:00,2021-11-16
16 November 2021 - 04:47 AM,7.96,126.07,11,2.0,Santa Josefa ,Agusan Del Sur,2021-11-16T04:47:00,2021-11-16,04:47:00,2021-11-16
11 December 2021 - 08:51 AM,14.19,120.45,118,2.0,Nasugbu ,Batangas,2021-12-11T08:51:00,2021-12-11,08:51:00,2021-12-11
11 December 2021 - 04:04 AM,9.54,126.33,26,1.9,Cortes ,Surigao Del Sur,2021-12-11T04:04:00,2021-12-11,04:04:00,2021-12-11
15 October 2021 - 09:27 PM,13.63,120.64,91,1.5,Calatagan ,Batangas,2021-10-15T09:27:00,2021-10-15,09:27:00,2021-10-15
15 October 2021 - 09:24 PM,13.75,120.6,98,1.8,Calatagan ,Batangas,2021-10-15T09:24:00,2021-10-15,09:24:00,2021-10-15
15 October 2021 - 08:26 PM,10.06,125.34,31,1.8,Pintuyan ,Southern Leyte,2021-10-15T08:26:00,2021-10-15,08:26:00,2021-10-15
15 October 2021 - 07:40 PM,13.86,120.54,68,1.6,Calatagan ,Batangas,2021-10-15T07:40:00,2021-10-15,07:40:00,2021-10-15
15 October 2021 - 06:47 PM,13.6,120.59,57,2.0,Abra De Ilog ,Occidental Mindoro,2021-10-15T06:47:00,2021-10-15,06:47:00,2021-10-15
15 October 2021 - 10:51 AM,13.76,120.56,89,2.0,Calatagan ,Batangas,2021-10-15T10:51:00,2021-10-15,10:51:00,2021-10-15
17 August 2021 - 01:48 AM,7.29,123.66,28,1.7,Tabina ,Zamboanga Del Sur,2021-08-17T01:48:00,2021-08-17,01:48:00,2021-08-17
17 July 2021 - 08:46 AM,10.1,125.78,18,2.0,Basilisa ,Dinagat Islands,2021-07-17T08:46:00,2021-07-17,08:46:00,2021-07-17
17 July 2021 - 07:09 AM,9.99,126.03,32,1.9,Burgos ,Surigao Del Norte,2021-07-17T07:09:00,2021-07-17,07:09:00,2021-07-17
17 July 2021 - 04:44 AM,8.36,125.69,58,2.0,Talacogon ,Agusan Del Sur,2021-07-17T04:44:00,2021-07-17,04:44:00,2021-07-17
17 July 2021 - 01:52 AM,10.23,126.12,17,2.0,Burgos ,Surigao Del Norte,2021-07-17T01:52:00,2021-07-17,01:52:00,2021-07-17
13 March 2021 - 10:48 PM,10.25,125.86,22,2.0,Loreto ,Dinagat Islands,2021-03-13T10:48:00,2021-03-13,10:48:00,2021-03-13
13 March 2021 - 07:02 PM,9.61,126.2,28,1.8,General Luna ,Surigao Del Norte,2021-03-13T07:02:00,2021-03-13,07:02:00,2021-03-13
13 March 2021 - 04:13 AM,4.33,126.89,63,0.0,Sarangani ,Davao Occidental,2021-03-13T04:13:00,2021-03-13,04:13:00,2021-03-13
13 March 2021 - 01:09 AM,6.05,126.26,33,1.8,Governor Generoso ,Davao Oriental,2021-03-13T01:09:00,2021-03-13,01:09:00,2021-03-13
10 January 2021 - 10:44 AM,8.4,126.59,27,1.9,Hinatuan ,Surigao Del Sur,2021-01-10T10:44:00,2021-01-10,10:44:00,2021-01-10
11 February 2021 - 07:51 PM,9.91,123.88,35,2.0,Calape ,Bohol,2021-02-11T07:51:00,2021-02-11,07:51:00,2021-02-11
11 February 2021 - 10:43 AM,9.06,126.35,29,1.8,Bayabas ,Surigao Del Sur,2021-02-11T10:43:00,2021-02-11,10:43:00,2021-02-11
11 February 2021 - 07:03 AM,10.31,125.87,27,2.0,Loreto ,Dinagat Islands,2021-02-11T07:03:00,2021-02-11,07:03:00,2021-02-11
11 February 2021 - 02:59 AM,16.81,120.28,21,2.0,Luna ,La Union,2021-02-11T02:59:00,2021-02-11,02:59:00,2021-02-11
11 February 2021 - 02:43 AM,13.52,120.97,35,1.9,Puerto Galera ,Oriental Mindoro,2021-02-11T02:43:00,2021-02-11,02:43:00,2021-02-11
12 May 2021 - 11:21 PM,8.82,126.57,21,1.7,Cagwait ,Surigao Del Sur,2021-05-12T11:21:00,2021-05-12,11:21:00,2021-05-12
12 May 2021 - 08:40 PM,16.44,120.94,32,1.5,Ambaguio ,Nueva Vizcaya,2021-05-12T08:40:00,2021-05-12,08:40:00,2021-05-12
12 May 2021 - 07:38 PM,6.49,124.52,18,2.0,Bagumbayan ,Sultan Kudarat,2021-05-12T07:38:00,2021-05-12,07:38:00,2021-05-12
12 May 2021 - 07:28 PM,11.07,124.74,34,2.0,Albuera ,Leyte,2021-05-12T07:28:00,2021-05-12,07:28:00,2021-05-12
12 May 2021 - 07:03 PM,9.63,126.28,28,2.0,General Luna ,Surigao Del Norte,2021-05-12T07:03:00,2021-05-12,07:03:00,2021-05-12
15 September 2021 - 06:47 AM,13.77,120.81,10,2.0,Tingloy ,Batangas,2021-09-15T06:47:00,2021-09-15,06:47:00,2021-09-15
10 April 2021 - 11:50 AM,16.42,120.03,38,1.6,Bolinao ,Pangasinan,2021-04-10T11:50:00,2021-04-10,11:50:00,2021-04-10
10 April 2021 - 11:22 AM,8.2,125.8,38,1.6,La Paz ,Agusan Del Sur,2021-04-10T11:22:00,2021-04-10,11:22:00,2021-04-10
10 April 2021 - 09:37 AM,6.39,125.27,27,1.8,Sulop ,Davao Del Sur,2021-04-10T09:37:00,2021-04-10,09:37:00,2021-04-10
09 April 2021 - 10:17 PM,9.75,124.81,6,2.0,Anda ,Bohol,2021-04-09T10:17:00,2021-04-09,10:17:00,2021-04-09
09 April 2021 - 09:39 AM,8.38,124.56,30,1.8,City Of El Salvador ,Misamis Oriental,2021-04-09T09:39:00,2021-04-09,09:39:00,2021-04-09
15 November 2021 - 11:55 PM,8.94,125.92,11,1.9,San Miguel ,Surigao Del Sur,2021-11-15T11:55:00,2021-11-15,11:55:00,2021-11-15
15 November 2021 - 11:14 PM,9.82,122.6,26,1.5,Candoni ,Negros Occidental,2021-11-15T11:14:00,2021-11-15,11:14:00,2021-11-15
15 November 2021 - 05:43 PM,15.9,121.56,4,1.9,Baler ,Aurora,2021-11-15T05:43:00,2021-11-15,05:43:00,2021-11-15
15 November 2021 - 12:24 PM,16.36,122.32,35,1.9,Dilasag ,Aurora,2021-11-15T12:24:00,2021-11-15,12:24:00,2021-11-15
10 December 2021 - 09:16 PM,9.16,125.77,33,2.0,City Of Cabadbaran ,Agusan Del Norte,2021-12-10T09:16:00,2021-12-10,09:16:00,2021-12-10
10 December 2021 - 01:20 PM,7.8,122.63,34,1.8,Ipil ,Zamboanga Sibugay,2021-12-10T01:20:00,2021-12-10,01:20:00,2021-12-10
18 June 2021 - 11:48 AM,8.94,126.58,13,2.0,Bayabas ,Surigao Del Sur,2021-06-18T11:48:00,2021-06-18,11:48:00,2021-06-18
18 June 2021 - 11:37 AM,8.65,126.48,43,2.0,Bayabas ,Surigao Del Sur,2021-06-18T11:37:00,2021-06-18,11:37:00,2021-06-18
