date_time,lat,long,depth,magnitude,location 1,location 2,date_time_formatted,date,time,date_f
20 December 2021 - 09:24 AM,13.82,120.57,93,1.9,Calatagan ,Batangas,2021-12-20T09:24:00,2021-12-20,09:24:00,2021-12-20
24 June 2021 - 03:44 AM,9.39,126.23,22,2.0,Cortes ,Surigao Del Sur,2021-06-24T03:44:00,2021-06-24,03:44:00,2021-06-24
22 October 2021 - 10:47 AM,13.01,120.68,33,2.0,Santa Cruz ,Occidental Mindoro,2021-10-22T10:47:00,2021-10-22,10:47:00,2021-10-22
22 August 2021 - 12:14 AM,9.22,126.25,27,2.0,Cortes ,Surigao Del Sur,2021-08-22T12:14:00,2021-08-22,12:14:00,2021-08-22
21 August 2021 - 11:17 PM,8.96,123.24,6,1.9,Zamboanguita ,Negros Oriental,2021-08-21T11:17:00,2021-08-21,11:17:00,2021-08-21
21 August 2021 - 10:25 PM,13.69,120.58,92,2.0,Calatagan ,Batangas,2021-08-21T10:25:00,2021-08-21,10:25:00,2021-08-21
21 August 2021 - 10:15 PM,13.72,120.82,17,1.7,Tingloy ,Batangas,2021-08-21T10:15:00,2021-08-21,10:15:00,2021-08-21
24 July 2021 - 09:16 AM,13.65,120.61,105,2.0,Calatagan ,Batangas,2021-07-24T09:16:00,2021-07-24,09:16:00,2021-07-24
24 July 2021 - 08:47 AM,13.67,120.61,94,1.7,Calatagan ,Batangas,2021-07-24T08:47:00,2021-07-24,08:47:00,2021-07-24
20 March 2021 - 02:41 PM,8.39,126.66,26,1.5,Hinatuan ,Surigao Del Sur,2021-03-20T02:41:00,2021-03-20,02:41:00,2021-03-20
20 March 2021 - 09:38 AM,9.92,125.93,34,2.0,Del Carmen ,Surigao Del Norte,2021-03-20T09:38:00,2021-03-20,09:38:00,2021-03-20
20 March 2021 - 08:41 AM,8.64,126.49,33,1.8,San Agustin ,Surigao Del Sur,2021-03-20T08:41:00,2021-03-20,08:41:00,2021-03-20
20 March 2021 - 08:28 AM,17.09,120.34,15,1.8,Santa Cruz ,Ilocos Sur,2021-03-20T08:28:00,2021-03-20,08:28:00,2021-03-20
20 March 2021 - 06:46 AM,9.57,126.01,32,1.8,Socorro ,Surigao Del Norte,2021-03-20T06:46:00,2021-03-20,06:46:00,2021-03-20
20 March 2021 - 05:27 AM,7.7,126.88,35,1.9,Baganga ,Davao Oriental,2021-03-20T05:27:00,2021-03-20,05:27:00,2021-03-20
20 January 2021 - 05:23 AM,13.85,120.62,89,1.9,Calatagan ,Batangas,2021-01-20T05:23:00,2021-01-20,05:23:00,2021-01-20
20 January 2021 - 03:31 AM,16.2,120.07,63,2.0,City Of Alaminos ,Pangasinan,2021-01-20T03:31:00,2021-01-20,03:31:00,2021-01-20
20 February 2021 - 04:12 AM,16.97,120.28,29,1.6,Luna ,La Union,2021-02-20T04:12:00,2021-02-20,04:12:00,2021-02-20
19 February 2021 - 10:48 PM,6.76,125.16,11,1.5,Magsaysay ,Davao Del Sur,2021-02-19T10:48:00,2021-02-19,10:48:00,2021-02-19
19 February 2021 - 10:48 PM,6.74,125.16,5,1.6,Magsaysay ,Davao Del Sur,2021-02-19T10:48:00,2021-02-19,10:48:00,2021-02-19
19 February 2021 - 07:15 PM,9.67,126.19,33,1.6,General Luna ,Surigao Del Norte,2021-02-19T07:15:00,2021-02-19,07:15:00,2021-02-19
22 May 2021 - 08:30 AM,6.91,125.49,33,1.7,Santa Cruz ,Davao Del Sur,2021-05-22T08:30:00,2021-05-22,08:30:00,2021-05-22
22 May 2021 - 07:56 AM,5.51,126.84,52,0.0,Don Marcelino ,Davao Occidental,2021-05-22T07:56:00,2021-05-22,07:56:00,2021-05-22
22 May 2021 - 04:48 AM,6.69,125.36,31,1.9,Kiblawan ,Davao Del Sur,2021-05-22T04:48:00,2021-05-22,04:48:00,2021-05-22
22 September 2021 - 04:07 PM,13.36,120.59,29,2.0,Paluan ,Occidental Mindoro,2021-09-22T04:07:00,2021-09-22,04:07:00,2021-09-22
22 September 2021 - 08:11 AM,15.59,121.19,33,1.7,City Of Palayan ,Nueva Ecija,2021-09-22T08:11:00,2021-09-22,08:11:00,2021-09-22
22 September 2021 - 06:03 AM,13.51,120.39,33,2.0,Paluan ,Occidental Mindoro,2021-09-22T06:03:00,2021-09-22,06:03:00,2021-09-22
22 September 2021 - 05:36 AM,16.59,121.26,33,1.6,Lamut ,Ifugao,2021-09-22T05:36:00,2021-09-22,05:36:00,2021-09-22
22 September 2021 - 05:34 AM,9.91,126.09,32,2.0,San Isidro ,Surigao Del Norte,2021-09-22T05:34:00,2021-09-22,05:34:00,2021-09-22
20 April 2021 - 03:13 AM,14.17,121.27,34,1.6,Los Baños ,Laguna,2021-04-20T03:13:00,2021-04-20,03:13:00,2021-04-20
20 April 2021 - 01:00 AM,13.73,120.57,95,1.8,Calatagan ,Batangas,2021-04-20T01:00:00,2021-04-20,01:00:00,2021-04-20
19 April 2021 - 08:10 PM,14.03,120.21,27,1.5,Lubang ,Occidental Mindoro,2021-04-19T08:10:00,2021-04-19,08:10:00,2021-04-19
19 April 2021 - 06:16 PM,14.14,121.31,16,1.6,Los Baños ,Laguna,2021-04-19T06:16:00,2021-04-19,06:16:00,2021-04-19
18 April 2021 - 11:38 PM,6.05,124.88,22,2.0,Kiamba ,Sarangani,2021-04-18T11:38:00,2021-04-18,11:38:00,2021-04-18
22 November 2021 - 03:49 AM,9.7,126.5,22,2.0,General Luna ,Surigao Del Norte,2021-11-22T03:49:00,2021-11-22,03:49:00,2021-11-22
22 November 2021 - 01:29 AM,11.88,125.75,21,2.0,Dolores ,Eastern Samar,2021-11-22T01:29:00,2021-11-22,01:29:00,2021-11-22
21 November 2021 - 11:32 PM,10.27,125.89,29,1.8,Santa Monica ,Surigao Del Norte,2021-11-21T11:32:00,2021-11-21,11:32:00,2021-11-21
21 November 2021 - 09:40 PM,17.18,120.76,21,2.0,Tubo ,Abra,2021-11-21T09:40:00,2021-11-21,09:40:00,2021-11-21
21 November 2021 - 08:00 PM,13.84,120.61,82,1.8,Calatagan ,Batangas,2021-11-21T08:00:00,2021-11-21,08:00:00,2021-11-21
20 December 2021 - 03:30 AM,6.42,126.11,6,1.8,Governor Generoso ,Davao Oriental,2021-12-20T03:30:00,2021-12-20,03:30:00,2021-12-20
20 December 2021 - 03:13 AM,18.67,121.87,7,1.9,Camiguin Island ,Calayan ,2021-12-20T03:13:00,2021-12-20,03:13:00,2021-12-20
20 December 2021 - 02:26 AM,13.42,120.55,1,1.9,Paluan ,Occidental Mindoro,2021-12-20T02:26:00,2021-12-20,02:26:00,2021-12-20
20 December 2021 - 01:45 AM,14.22,123.31,2,1.9,Siruma ,Camarines Sur,2021-12-20T01:45:00,2021-12-20,01:45:00,2021-12-20
20 December 2021 - 12:40 AM,7.33,123.84,72,2.0,Datu Blah T. Sinsuat ,Maguindanao,2021-12-20T12:40:00,2021-12-20,12:40:00,2021-12-20
19 December 2021 - 11:14 PM,16.48,121.02,35,1.5,Ambaguio ,Nueva Vizcaya,2021-12-19T11:14:00,2021-12-19,11:14:00,2021-12-19
23 June 2021 - 02:45 PM,9.35,125.78,21,1.8,Carrascal ,Surigao Del Sur,2021-06-23T02:45:00,2021-06-23,02:45:00,2021-06-23
23 June 2021 - 07:21 AM,10.04,126.49,35,1.7,Burgos ,Surigao Del Norte,2021-06-23T07:21:00,2021-06-23,07:21:00,2021-06-23
23 June 2021 - 04:04 AM,9.97,126.1,14,1.9,Burgos ,Surigao Del Norte,2021-06-23T04:04:00,2021-06-23,04:04:00,2021-06-23
22 October 2021 - 05:40 AM,14.33,119.89,61,1.9,Lubang ,Occidental Mindoro,2021-10-22T05:40:00,2021-10-22,05:40:00,2021-10-22
22 October 2021 - 01:33 AM,9.12,125.54,35,1.8,Remedios T. Romualdez ,Agusan Del Norte,2021-10-22T01:33:00,2021-10-22,01:33:00,2021-10-22
21 October 2021 - 11:47 PM,6.06,124.8,19,1.7,Kiamba ,Sarangani,2021-10-21T11:47:00,2021-10-21,11:47:00,2021-10-21
21 October 2021 - 10:36 PM,15.27,122.59,28,2.0,Jomalig ,Quezon,2021-10-21T10:36:00,2021-10-21,10:36:00,2021-10-21
21 October 2021 - 10:16 PM,14.14,120.42,118,2.0,Calatagan ,Batangas,2021-10-21T10:16:00,2021-10-21,10:16:00,2021-10-21
21 October 2021 - 09:10 PM,15.37,119.83,28,2.0,Palauig ,Zambales,2021-10-21T09:10:00,2021-10-21,09:10:00,2021-10-21
21 August 2021 - 09:39 AM,8.48,126.71,14,2.0,Hinatuan ,Surigao Del Sur,2021-08-21T09:39:00,2021-08-21,09:39:00,2021-08-21
24 July 2021 - 07:06 AM,13.7,120.6,107,1.9,Calatagan ,Batangas,2021-07-24T07:06:00,2021-07-24,07:06:00,2021-07-24
24 July 2021 - 06:55 AM,13.7,120.55,99,2.0,Calatagan ,Batangas,2021-07-24T06:55:00,2021-07-24,06:55:00,2021-07-24
24 July 2021 - 06:04 AM,13.7,120.56,107,1.7,Calatagan ,Batangas,2021-07-24T06:04:00,2021-07-24,06:04:00,2021-07-24
24 July 2021 - 05:55 AM,13.71,120.59,104,1.9,Calatagan ,Batangas,2021-07-24T05:55:00,2021-07-24,05:55:00,2021-07-24
24 July 2021 - 05:44 AM,13.73,120.55,108,2.0,Calatagan ,Batangas,2021-07-24T05:44:00,2021-07-24,05:44:00,2021-07-24
24 July 2021 - 05:22 AM,13.68,120.58,88,1.7,Calatagan ,Batangas,2021-07-24T05:22:00,2021-07-24,05:22:00,2021-07-24
24 July 2021 - 05:21 AM,13.74,120.56,104,1.7,Calatagan ,Batangas,2021-07-24T05:21:00,2021-07-24,05:21:00,2021-07-24
20 March 2021 - 02:37 AM,6.89,125.69,33,2.0,Island Garden City Of Samal ,Davao Del Norte,2021-03-20T02:37:00,2021-03-20,02:37:00,2021-03-20
20 March 2021 - 01:57 AM,13.64,120.66,122,2.0,Calatagan ,Batangas,2021-03-20T01:57:00,2021-03-20,01:57:00,2021-03-20
20 March 2021 - 12:59 AM,10.79,124.98,33,2.0,Abuyog ,Leyte,2021-03-20T12:59:00,2021-03-20,12:59:00,2021-03-20
19 March 2021 - 10:36 PM,6.41,126.22,28,2.0,Governor Generoso ,Davao Oriental,2021-03-19T10:36:00,2021-03-19,10:36:00,2021-03-19
19 January 2021 - 07:03 PM,15.71,119.91,18,1.7,Candelaria ,Zambales,2021-01-19T07:03:00,2021-01-19,07:03:00,2021-01-19
19 January 2021 - 10:10 AM,7.28,125.56,26,2.0,City Of Panabo ,Davao Del Norte,2021-01-19T10:10:00,2021-01-19,10:10:00,2021-01-19
19 February 2021 - 03:20 AM,10.21,125.71,18,1.9,Loreto ,Dinagat Islands,2021-02-19T03:20:00,2021-02-19,03:20:00,2021-02-19
18 February 2021 - 10:40 PM,15.19,122.66,33,2.0,Jomalig ,Quezon,2021-02-18T10:40:00,2021-02-18,10:40:00,2021-02-18
18 February 2021 - 08:53 PM,9.7,124.48,7,1.9,Anda ,Bohol,2021-02-18T08:53:00,2021-02-18,08:53:00,2021-02-18
18 February 2021 - 08:38 PM,13.72,120.51,98,1.8,Calatagan ,Batangas,2021-02-18T08:38:00,2021-02-18,08:38:00,2021-02-18
18 February 2021 - 08:08 PM,9.93,126.25,34,1.8,General Luna ,Surigao Del Norte,2021-02-18T08:08:00,2021-02-18,08:08:00,2021-02-18
22 May 2021 - 01:30 AM,16.33,119.55,24,2.0,Agno ,Pangasinan,2021-05-22T01:30:00,2021-05-22,01:30:00,2021-05-22
21 May 2021 - 10:35 PM,10.27,125.88,33,1.9,Santa Monica ,Surigao Del Norte,2021-05-21T10:35:00,2021-05-21,10:35:00,2021-05-21
21 May 2021 - 12:04 PM,13.94,120.55,86,1.6,Calatagan ,Batangas,2021-05-21T12:04:00,2021-05-21,12:04:00,2021-05-21
22 September 2021 - 02:16 AM,10.2,126.3,32,1.9,Burgos ,Surigao Del Norte,2021-09-22T02:16:00,2021-09-22,02:16:00,2021-09-22
18 April 2021 - 10:29 PM,11.07,124.61,27,1.8,Ormoc City ,Leyte,2021-04-18T10:29:00,2021-04-18,10:29:00,2021-04-18
18 April 2021 - 09:39 AM,9.85,125.43,26,1.8,San Francisco ,Surigao Del Norte,2021-04-18T09:39:00,2021-04-18,09:39:00,2021-04-18
18 April 2021 - 03:08 AM,13.9,120.53,70,1.9,Calatagan ,Batangas,2021-04-18T03:08:00,2021-04-18,03:08:00,2021-04-18
21 November 2021 - 07:14 PM,12.17,119.6,21,1.9,Busuanga ,Palawan,2021-11-21T07:14:00,2021-11-21,07:14:00,2021-11-21
21 November 2021 - 06:51 PM,9.59,125.3,1,1.7,Malimono ,Surigao Del Norte,2021-11-21T06:51:00,2021-11-21,06:51:00,2021-11-21
21 November 2021 - 02:06 PM,9.67,125.95,48,1.8,Socorro ,Surigao Del Norte,2021-11-21T02:06:00,2021-11-21,02:06:00,2021-11-21
21 November 2021 - 02:04 PM,13.53,120.49,37,2.0,Paluan ,Occidental Mindoro,2021-11-21T02:04:00,2021-11-21,02:04:00,2021-11-21
21 November 2021 - 01:31 PM,15.63,120.14,29,2.0,Candelaria ,Zambales,2021-11-21T01:31:00,2021-11-21,01:31:00,2021-11-21
21 November 2021 - 12:32 PM,9.65,126.22,34,1.7,General Luna ,Surigao Del Norte,2021-11-21T12:32:00,2021-11-21,12:32:00,2021-11-21
19 December 2021 - 09:33 PM,13.7,120.72,176,2.0,Calatagan ,Batangas,2021-12-19T09:33:00,2021-12-19,09:33:00,2021-12-19
19 December 2021 - 09:39 AM,17.18,120.44,19,1.8,City Of Candon ,Ilocos Sur,2021-12-19T09:39:00,2021-12-19,09:39:00,2021-12-19
23 June 2021 - 02:00 AM,7.76,126.44,28,2.0,Cateel ,Davao Oriental,2021-06-23T02:00:00,2021-06-23,02:00:00,2021-06-23
21 October 2021 - 01:58 PM,13.8,120.51,77,2.0,Calatagan ,Batangas,2021-10-21T01:58:00,2021-10-21,01:58:00,2021-10-21
21 October 2021 - 05:02 AM,13.74,123.29,22,1.8,Tinambac ,Camarines Sur,2021-10-21T05:02:00,2021-10-21,05:02:00,2021-10-21
21 October 2021 - 01:48 AM,9.91,124.17,34,1.7,Danao ,Bohol,2021-10-21T01:48:00,2021-10-21,01:48:00,2021-10-21
21 October 2021 - 12:47 AM,10.89,124.79,1,2.0,Albuera ,Leyte,2021-10-21T12:47:00,2021-10-21,12:47:00,2021-10-21
24 July 2021 - 04:57 AM,13.74,120.54,101,0.0,Calatagan ,Batangas,2021-07-24T04:57:00,2021-07-24,04:57:00,2021-07-24
24 July 2021 - 04:48 AM,13.71,120.57,111,0.0,Calatagan ,Batangas,2021-07-24T04:48:00,2021-07-24,04:48:00,2021-07-24
24 July 2021 - 01:07 AM,7.67,126.5,57,1.8,Baganga ,Davao Oriental,2021-07-24T01:07:00,2021-07-24,01:07:00,2021-07-24
23 July 2021 - 09:25 PM,12.36,120.56,37,1.8,Coron ,Palawan,2021-07-23T09:25:00,2021-07-23,09:25:00,2021-07-23
19 March 2021 - 07:12 AM,16.46,120.88,35,1.6,Ambaguio ,Nueva Vizcaya,2021-03-19T07:12:00,2021-03-19,07:12:00,2021-03-19
19 March 2021 - 06:21 AM,16.99,121.47,23,1.7,Aguinaldo ,Ifugao,2021-03-19T06:21:00,2021-03-19,06:21:00,2021-03-19
19 March 2021 - 06:10 AM,17.08,121.42,23,1.9,Aguinaldo ,Ifugao,2021-03-19T06:10:00,2021-03-19,06:10:00,2021-03-19
18 January 2021 - 06:19 AM,7.99,126.58,27,1.9,Lingig ,Surigao Del Sur,2021-01-18T06:19:00,2021-01-18,06:19:00,2021-01-18
18 February 2021 - 04:14 AM,10.01,126.19,32,1.8,Burgos ,Surigao Del Norte,2021-02-18T04:14:00,2021-02-18,04:14:00,2021-02-18
18 February 2021 - 03:38 AM,6.85,124.96,13,1.9,Magsaysay ,Davao Del Sur,2021-02-18T03:38:00,2021-02-18,03:38:00,2021-02-18
18 February 2021 - 01:46 AM,13.55,120.92,12,2.0,Puerto Galera ,Oriental Mindoro,2021-02-18T01:46:00,2021-02-18,01:46:00,2021-02-18
18 February 2021 - 12:55 AM,7.67,124.77,21,2.0,Wao ,Lanao Del Sur,2021-02-18T12:55:00,2021-02-18,12:55:00,2021-02-18
18 February 2021 - 12:02 AM,17.74,120.96,33,1.5,Tineg ,Abra,2021-02-18T12:02:00,2021-02-18,12:02:00,2021-02-18
21 May 2021 - 02:40 AM,9.81,125.5,21,2.0,City Of Surigao ,Surigao Del Norte,2021-05-21T02:40:00,2021-05-21,02:40:00,2021-05-21
17 April 2021 - 06:55 PM,18.63,121.13,33,2.0,Sanchez-mira ,Cagayan,2021-04-17T06:55:00,2021-04-17,06:55:00,2021-04-17
21 November 2021 - 04:54 AM,12.0,120.78,9,1.6,San Jose ,Occidental Mindoro,2021-11-21T04:54:00,2021-11-21,04:54:00,2021-11-21
21 November 2021 - 03:52 AM,12.42,121.08,24,1.8,San Jose ,Occidental Mindoro,2021-11-21T03:52:00,2021-11-21,03:52:00,2021-11-21
18 December 2021 - 08:23 PM,9.88,124.35,32,1.7,Dagohoy ,Bohol,2021-12-18T08:23:00,2021-12-18,08:23:00,2021-12-18
18 December 2021 - 02:23 PM,18.38,121.2,24,1.8,Luna ,Apayao,2021-12-18T02:23:00,2021-12-18,02:23:00,2021-12-18
18 December 2021 - 02:14 PM,13.54,120.65,27,1.8,Abra De Ilog ,Occidental Mindoro,2021-12-18T02:14:00,2021-12-18,02:14:00,2021-12-18
18 December 2021 - 02:05 PM,17.07,120.96,21,2.0,Bontoc ,Mountain Province,2021-12-18T02:05:00,2021-12-18,02:05:00,2021-12-18
18 December 2021 - 10:11 AM,8.86,126.53,33,2.0,Marihatag ,Surigao Del Sur,2021-12-18T10:11:00,2021-12-18,10:11:00,2021-12-18
18 December 2021 - 07:19 AM,13.72,120.52,112,2.0,Calatagan ,Batangas,2021-12-18T07:19:00,2021-12-18,07:19:00,2021-12-18
22 June 2021 - 11:30 AM,15.86,121.05,9,2.0,San Jose City ,Nueva Ecija,2021-06-22T11:30:00,2021-06-22,11:30:00,2021-06-22
22 June 2021 - 04:44 AM,6.33,126.98,28,2.0,Tarragona ,Davao Oriental,2021-06-22T04:44:00,2021-06-22,04:44:00,2021-06-22
20 October 2021 - 11:44 PM,11.14,124.66,33,2.0,Ormoc City ,Leyte,2021-10-20T11:44:00,2021-10-20,11:44:00,2021-10-20
20 October 2021 - 08:56 PM,9.77,126.13,27,2.0,General Luna ,Surigao Del Norte,2021-10-20T08:56:00,2021-10-20,08:56:00,2021-10-20
20 October 2021 - 05:25 PM,13.71,120.5,53,1.6,Calatagan ,Batangas,2021-10-20T05:25:00,2021-10-20,05:25:00,2021-10-20
20 October 2021 - 04:47 PM,12.94,120.92,14,2.0,Sablayan ,Occidental Mindoro,2021-10-20T04:47:00,2021-10-20,04:47:00,2021-10-20
21 August 2021 - 12:13 AM,9.82,123.81,33,1.8,Loon ,Bohol,2021-08-21T12:13:00,2021-08-21,12:13:00,2021-08-21
21 August 2021 - 12:03 AM,13.68,120.62,97,2.0,Calatagan ,Batangas,2021-08-21T12:03:00,2021-08-21,12:03:00,2021-08-21
20 August 2021 - 11:58 PM,6.48,125.76,63,2.0,Don Marcelino ,Davao Occidental,2021-08-20T11:58:00,2021-08-20,11:58:00,2021-08-20
20 August 2021 - 10:37 PM,8.96,126.61,22,2.0,Cagwait ,Surigao Del Sur,2021-08-20T10:37:00,2021-08-20,10:37:00,2021-08-20
20 August 2021 - 07:53 PM,9.43,126.84,19,1.8,Bayabas ,Surigao Del Sur,2021-08-20T07:53:00,2021-08-20,07:53:00,2021-08-20
23 July 2021 - 01:59 PM,14.72,120.14,17,2.0,Morong ,Bataan,2021-07-23T01:59:00,2021-07-23,01:59:00,2021-07-23
23 July 2021 - 02:31 AM,7.76,124.77,10,2.0,Kadingilan ,Bukidnon,2021-07-23T02:31:00,2021-07-23,02:31:00,2021-07-23
23 July 2021 - 02:30 AM,7.73,124.81,10,1.9,Kadingilan ,Bukidnon,2021-07-23T02:30:00,2021-07-23,02:30:00,2021-07-23
19 March 2021 - 05:55 AM,16.99,121.44,33,1.5,Aguinaldo ,Ifugao,2021-03-19T05:55:00,2021-03-19,05:55:00,2021-03-19
19 March 2021 - 05:55 AM,15.57,119.86,33,1.8,Candelaria ,Zambales,2021-03-19T05:55:00,2021-03-19,05:55:00,2021-03-19
19 March 2021 - 05:15 AM,18.4,120.84,35,1.9,Adams ,Ilocos Norte,2021-03-19T05:15:00,2021-03-19,05:15:00,2021-03-19
19 March 2021 - 04:44 AM,17.0,121.44,36,1.5,Aguinaldo ,Ifugao,2021-03-19T04:44:00,2021-03-19,04:44:00,2021-03-19
19 March 2021 - 01:51 AM,5.83,124.69,18,1.9,Kiamba ,Sarangani,2021-03-19T01:51:00,2021-03-19,01:51:00,2021-03-19
17 January 2021 - 11:38 PM,9.88,126.11,31,2.0,San Isidro ,Surigao Del Norte,2021-01-17T11:38:00,2021-01-17,11:38:00,2021-01-17
17 January 2021 - 10:49 PM,9.19,126.11,23,1.9,Lanuza ,Surigao Del Sur,2021-01-17T10:49:00,2021-01-17,10:49:00,2021-01-17
17 January 2021 - 10:46 PM,16.23,121.94,26,1.8,Dinalungan ,Aurora,2021-01-17T10:46:00,2021-01-17,10:46:00,2021-01-17
17 January 2021 - 09:49 PM,8.2,126.91,32,1.9,Lingig ,Surigao Del Sur,2021-01-17T09:49:00,2021-01-17,09:49:00,2021-01-17
17 February 2021 - 11:04 PM,16.87,120.38,96,1.9,Luna ,La Union,2021-02-17T11:04:00,2021-02-17,11:04:00,2021-02-17
17 February 2021 - 10:43 PM,17.7,121.11,17,2.0,Tineg ,Abra,2021-02-17T10:43:00,2021-02-17,10:43:00,2021-02-17
17 February 2021 - 09:13 PM,17.74,121.06,5,1.7,Tineg ,Abra,2021-02-17T09:13:00,2021-02-17,09:13:00,2021-02-17
20 May 2021 - 06:44 AM,15.55,119.82,34,2.0,Palauig ,Zambales,2021-05-20T06:44:00,2021-05-20,06:44:00,2021-05-20
20 May 2021 - 06:14 AM,13.41,120.74,31,1.7,Puerto Galera ,Oriental Mindoro,2021-05-20T06:14:00,2021-05-20,06:14:00,2021-05-20
20 May 2021 - 04:44 AM,18.61,120.98,35,2.0,Santa Praxedes ,Cagayan,2021-05-20T04:44:00,2021-05-20,04:44:00,2021-05-20
21 September 2021 - 07:34 AM,13.58,120.62,196,1.9,Calatagan ,Batangas,2021-09-21T07:34:00,2021-09-21,07:34:00,2021-09-21
21 September 2021 - 03:32 AM,15.5,120.33,30,2.0,Santa Ignacia ,Tarlac,2021-09-21T03:32:00,2021-09-21,03:32:00,2021-09-21
21 September 2021 - 03:15 AM,7.77,126.63,26,1.7,Cateel ,Davao Oriental,2021-09-21T03:15:00,2021-09-21,03:15:00,2021-09-21
21 September 2021 - 01:48 AM,7.46,126.43,28,1.8,Baganga ,Davao Oriental,2021-09-21T01:48:00,2021-09-21,01:48:00,2021-09-21
21 September 2021 - 12:03 AM,13.4,120.25,2,1.8,Paluan ,Occidental Mindoro,2021-09-21T12:03:00,2021-09-21,12:03:00,2021-09-21
17 April 2021 - 01:25 PM,9.26,124.01,32,1.8,Maria ,Siquijor,2021-04-17T01:25:00,2021-04-17,01:25:00,2021-04-17
17 April 2021 - 04:55 AM,3.3,126.77,58,0.0,Sarangani ,Davao Occidental,2021-04-17T04:55:00,2021-04-17,04:55:00,2021-04-17
21 November 2021 - 03:33 AM,17.12,122.74,1,2.0,Palanan ,Isabela,2021-11-21T03:33:00,2021-11-21,03:33:00,2021-11-21
21 November 2021 - 02:47 AM,10.12,123.06,27,1.6,La Libertad ,Negros Oriental,2021-11-21T02:47:00,2021-11-21,02:47:00,2021-11-21
21 November 2021 - 01:06 AM,6.34,124.18,25,1.9,Palimbang ,Sultan Kudarat,2021-11-21T01:06:00,2021-11-21,01:06:00,2021-11-21
21 November 2021 - 12:16 AM,9.85,126.11,28,2.0,General Luna ,Surigao Del Norte,2021-11-21T12:16:00,2021-11-21,12:16:00,2021-11-21
20 November 2021 - 11:46 PM,16.87,121.42,30,1.6,Aguinaldo ,Ifugao,2021-11-20T11:46:00,2021-11-20,11:46:00,2021-11-20
20 November 2021 - 11:11 PM,13.67,120.61,106,1.5,Calatagan ,Batangas,2021-11-20T11:11:00,2021-11-20,11:11:00,2021-11-20
18 December 2021 - 02:44 AM,9.93,124.15,1,2.0,Danao ,Bohol,2021-12-18T02:44:00,2021-12-18,02:44:00,2021-12-18
17 December 2021 - 08:28 PM,7.14,125.76,9,1.7,Island Garden City Of Samal ,Davao Del Norte,2021-12-17T08:28:00,2021-12-17,08:28:00,2021-12-17
22 June 2021 - 03:49 AM,17.08,119.98,30,1.8,Luna ,La Union,2021-06-22T03:49:00,2021-06-22,03:49:00,2021-06-22
22 June 2021 - 03:01 AM,9.87,126.12,21,1.8,General Luna ,Surigao Del Norte,2021-06-22T03:01:00,2021-06-22,03:01:00,2021-06-22
20 October 2021 - 06:36 AM,15.19,120.12,26,2.0,Cabangan ,Zambales,2021-10-20T06:36:00,2021-10-20,06:36:00,2021-10-20
20 August 2021 - 09:22 AM,7.1,123.63,32,1.6,Datu Blah T. Sinsuat ,Maguindanao,2021-08-20T09:22:00,2021-08-20,09:22:00,2021-08-20
22 July 2021 - 07:39 PM,10.83,123.31,32,2.0,City Of Sagay ,Negros Occidental,2021-07-22T07:39:00,2021-07-22,07:39:00,2021-07-22
22 July 2021 - 03:08 AM,13.23,120.01,11,2.0,Paluan ,Occidental Mindoro,2021-07-22T03:08:00,2021-07-22,03:08:00,2021-07-22
19 March 2021 - 12:46 AM,16.52,120.89,33,1.7,Ambaguio ,Nueva Vizcaya,2021-03-19T12:46:00,2021-03-19,12:46:00,2021-03-19
18 March 2021 - 07:15 PM,16.09,122.22,16,1.7,Casiguran ,Aurora,2021-03-18T07:15:00,2021-03-18,07:15:00,2021-03-18
18 March 2021 - 02:55 PM,9.99,126.06,32,2.0,Burgos ,Surigao Del Norte,2021-03-18T02:55:00,2021-03-18,02:55:00,2021-03-18
18 March 2021 - 11:05 AM,16.4,120.99,33,2.0,Ambaguio ,Nueva Vizcaya,2021-03-18T11:05:00,2021-03-18,11:05:00,2021-03-18
18 March 2021 - 10:51 AM,11.35,124.39,6,1.8,Leyte ,Leyte,2021-03-18T10:51:00,2021-03-18,10:51:00,2021-03-18
17 January 2021 - 06:16 AM,14.76,121.45,23,1.7,General Nakar ,Quezon,2021-01-17T06:16:00,2021-01-17,06:16:00,2021-01-17
17 January 2021 - 02:30 AM,9.31,126.16,24,1.9,Cortes ,Surigao Del Sur,2021-01-17T02:30:00,2021-01-17,02:30:00,2021-01-17
17 February 2021 - 04:14 PM,8.39,126.42,31,1.4,Hinatuan ,Surigao Del Sur,2021-02-17T04:14:00,2021-02-17,04:14:00,2021-02-17
17 February 2021 - 02:44 PM,10.55,122.35,29,2.0,Guimbal ,Iloilo,2021-02-17T02:44:00,2021-02-17,02:44:00,2021-02-17
17 February 2021 - 02:12 PM,6.97,126.01,55,2.0,Banaybanay ,Davao Oriental,2021-02-17T02:12:00,2021-02-17,02:12:00,2021-02-17
17 February 2021 - 01:55 PM,9.6,126.24,34,2.0,General Luna ,Surigao Del Norte,2021-02-17T01:55:00,2021-02-17,01:55:00,2021-02-17
17 February 2021 - 10:09 AM,10.16,125.31,33,2.0,Anahawan ,Southern Leyte,2021-02-17T10:09:00,2021-02-17,10:09:00,2021-02-17
17 February 2021 - 10:06 AM,10.12,125.32,39,2.0,San Francisco ,Southern Leyte,2021-02-17T10:06:00,2021-02-17,10:06:00,2021-02-17
